Site,Participant_ID,RowNumber,session_id,age,attentioncorrect,big5_01_E,big5_02_Ar,big5_03_C,big5_04_N,big5_05_O,big5_06_Er,big5_07_A,big5_08_Cr,big5_09_Nr,big5_10_Or,elm_01,elm_02,elm_03,elm_04,elm_05,gender,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06r,intrinsic_07r,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,major,mood_01,mood_02,nfc_01,nfc_02r,nfc_03r,nfc_04,nfc_05,nfc_06r,selfesteem,stress_01,stress_02r,stress_03r,stress_04,year,Station
UniversityOfFlorida,90,1521,7530161,18,I read the instructions,6,5,4,3,5,4,6,2,5,4,4,5,2,2,3,1,1,2,1,3,2,3,3,3,2,4,2,2,3,3,3,Biology,2,2,2,3,3,2,3,2,5,2,3,3,5,with junior credits,1
UniversityOfFlorida,91,1529,7530315,18,I read the instructions,2,6,6,5,5,7,3,5,4,2,6,4,5,6,6,1,3,3,2,3,4,3,3,3,4,4,4,4,4,4,4,Biochemistry,3,2,4,2,5,3,4,4,2,4,3,2,5,1,1
UniversityOfFlorida,92,1607,7538645,19,NA,5,1,5,6,7,2,6,3,3,6,6,6,5,9,7,1,2,1,2,4,2,2,4,4,3,4,3,2,4,4,4,Event Management,3,2,1,3,5,3,4,2,6,2,4,5,1,2,1
UniversityOfFlorida,93,1612,7538695,18,NA,2,3,5,5,4,6,6,4,5,5,6,5,6,7,7,2,2,2,2,2,2,3,2,3,2,3,3,2,3,2,2,Math,5,4,3,4,4,3,2,2,3,2,3,2,3,1,4
UniversityOfFlorida,94,1613,7538696,19,I read the instructions,6,2,5,5,3,3,7,5,5,3,6,5,5,4,4,1,2,2,1,3,3,3,3,3,2,4,3,2,3,1,4,Applied Physiology and Kinesiology,1,1,3,3,4,2,4,4,5,2,4,4,3,1,1
UniversityOfFlorida,95,1617,7538827,19,i read the instructions,5,3,7,5,6,5,5,1,6,2,5,5,6,6,6,2,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,biology,2,2,2,2,2,4,3,4,3,2,4,4,3,2,1
UniversityOfFlorida,96,1662,7543257,18,I read the instructions,6,3,7,2,6,5,5,2,6,1,7,5,6,6,6,1,3,3,2,4,3,2,2,3,4,3,3,2,3,2,3,APK,3,2,3,2,2,4,4,2,5,2,4,4,2,1,1
UniversityOfFlorida,97,1665,7543412,19,I read the instructions,7,2,6,3,6,1,7,2,6,2,9,9,7,6,7,1,3,2,2,4,3,3,2,2,3,4,4,2,3,1,4,Family Youth and Community Sciences,2,2,2,4,2,3,5,2,6,1,4,4,2,2,1
UniversityOfFlorida,98,1671,7543524,19,I read the instructions,4,1,3,7,6,4,7,7,2,4,8,6,7,6,7,1,1,1,1,3,2,4,3,3,2,4,2,3,3,3,4,NA,2,3,1,2,5,2,4,2,2,1,3,3,2,1,1
UniversityOfFlorida,99,1679,7543673,24,I read the instructions,1,6,3,5,4,6,3,5,3,4,2,2,2,4,2,2,2,2,2,3,2,2,1,4,4,2,4,2,3,3,2,Computer Science,4,4,2,3,4,4,4,3,3,3,3,2,3,3,1
UniversityOfFlorida,NA,2208,7603394,NA,NA,6,6,6,2,6,2,1,6,4,3,3,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UniversityOfFlorida,NA,519,7428303,18,I read the instructions,5,3,7,5,5,1,7,2,6,4,6,3,5,5,6,1,2,1,1,3,2,4,4,4,4,4,4,4,4,3,4,Event Management,3,4,2,3,4,2,2,4,2,4,3,2,4,1,NA
UniversityOfFlorida,NA,187,7392345,19,I read the instructions,3,2,6,1,6,5,6,2,6,5,7,5,7,6,8,1,2,2,2,4,4,3,3,3,3,4,3,2,3,2,4,microbiology and cell science,2,2,2,2,4,4,2,2,6,2,5,4,2,2,NA
UniversityOfFlorida,NA,826,7460162,19,NA,4,4,4,4,4,5,5,2,4,4,5,5,5,6,5,1,2,2,3,3,3,2,1,3,3,3,3,3,3,3,3,Hospitality and Tourism Managemnet,4,4,2,4,3,3,3,3,6,3,3,3,3,1,NA
UniversityOfFlorida,NA,268,7407452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UniversityOfFlorida,NA,520,7428304,19,I read the instructions.,5,2,7,1,7,6,7,7,7,2,9,5,3,4,4,2,4,4,4,4,4,3,2,4,4,4,2,2,4,4,4,Mathematics,3,3,2,2,2,4,5,3,7,2,4,2,3,2,NA
UniversityOfFlorida,NA,188,7392354,18,I read the instructions,2,5,5,5,4,5,5,2,6,3,6,4,6,6,6,1,2,2,1,3,2,2,2,3,3,2,2,2,4,2,3,Health Science - Preprofessional,2,2,3,4,2,3,3,4,3,3,3,3,4,1,NA
UniversityOfFlorida,NA,202,7397229,18,i read the instructions,5,5,6,3,6,5,4,1,6,4,6,3,6,5,6,2,2,3,2,4,2,1,2,3,3,3,3,2,3,1,3,Health science,4,4,2,2,5,4,4,1,6,4,4,4,2,1,NA
UniversityOfFlorida,NA,825,7460128,18,I read the instructions,5,2,6,5,6,5,5,3,4,4,6,7,7,7,6,1,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,Psychology,2,2,2,4,4,3,3,4,5,3,4,4,3,1,NA
UniversityOfSouthernMississippi,1,171,7385064,20,I read the instructions,5,2,7,5,5,6,7,1,7,1,5,3,4,3,3,1,3,3,3,4,4,2,1,4,4,4,4,2,3,4,4,Social Work,2,2,2,2,2,4,5,2,5,3,4,4,2,3,3
UniversityOfSouthernMississippi,10,321,7410598,20,I read the instructions,4,5,6,5,7,7,7,5,1,1,9,7,8,7,9,1,4,4,3,3,4,2,2,3,4,4,4,2,3,4,4,Psychology,5,5,2,1,3,4,4,2,2,1,4,5,1,2,1
UniversityOfSouthernMississippi,11,323,7410738,20,I read the instructions,7,6,4,4,6,7,6,2,7,1,5,7,6,6,7,1,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,dual degree education and sports coaching minor in child and family studies,2,2,3,2,3,3,4,1,7,1,5,5,1,transfer,3
UniversityOfSouthernMississippi,12,2624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
UniversityOfSouthernMississippi,13,370,7415199,34,I read the instructions,1,1,7,1,6,7,6,1,6,6,7,7,6,6,6,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,Social Work,3,3,1,3,4,4,2,4,5,3,4,3,3,3,5
UniversityOfSouthernMississippi,14,369,7415198,39,I read the instructions,5,5,6,1,7,6,7,2,7,2,7,7,6,5,6,1,4,4,4,4,3,1,2,4,4,4,4,4,3,3,4,Social Work,1,1,4,2,3,3,4,1,7,1,5,4,1,2,1
UniversityOfSouthernMississippi,15,374,7415311,21,NA,6,3,7,2,5,2,7,1,5,4,6,6,8,6,7,2,3,3,2,4,3,2,3,4,3,3,3,3,3,4,4,Psychology,2,2,2,2,4,4,5,2,6,2,4,4,2,4,3
UniversityOfSouthernMississippi,16,417,7420478,20,I read the instructions,6,5,5,5,5,2,5,5,4,2,9,5,4,4,4,2,3,2,2,3,3,2,2,4,2,4,4,2,2,2,4,History,2,3,2,2,3,2,4,3,6,3,2,4,3,3,3
UniversityOfSouthernMississippi,17,453,7423399,19,I read the instructions,6,2,6,3,7,1,6,3,6,1,6,5,4,8,7,1,3,3,3,4,4,2,2,3,2,3,3,3,4,4,4,Polymer Science and Engineering,3,2,3,3,2,5,3,2,6,2,4,4,5,2,3
UniversityOfSouthernMississippi,18,504,7426120,18,NA,7,2,6,6,7,3,6,1,5,2,6,5,6,4,7,1,2,2,1,3,4,3,4,3,4,4,3,3,4,4,4,exercise science,3,3,4,1,4,2,4,4,5,4,2,3,3,1,3
UniversityOfSouthernMississippi,19,525,7428394,18,NA,6,5,7,1,7,3,6,1,7,3,7,8,5,7,5,2,4,4,3,4,3,2,2,4,4,3,3,4,4,3,4,Undeclared,1,1,4,1,3,5,5,2,6,2,5,4,1,1,3
UniversityOfSouthernMississippi,2,172,7385139,18,I read the instructions,5,5,6,2,6,7,6,3,6,5,8,7,7,7,7,1,2,2,1,2,2,3,3,2,4,3,3,3,3,1,4,Psychology,4,3,2,2,4,3,3,2,5,1,4,3,2,1,3
UniversityOfSouthernMississippi,20,2632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
UniversityOfSouthernMississippi,21,579,7435392,19,I read the instructions,5,4,5,4,7,7,6,6,5,4,7,5,7,6,5,2,3,3,2,2,2,2,4,3,3,4,4,4,4,3,4,Communications,3,3,2,5,2,3,4,3,5,2,4,3,4,2,3
UniversityOfSouthernMississippi,22,617,7438244,24,NA,5,1,7,1,5,6,7,1,6,2,9,9,9,9,9,1,2,1,2,3,3,2,2,3,4,4,4,4,4,3,4,psychology,3,2,1,1,4,2,4,4,6,2,5,2,3,4,3
UniversityOfSouthernMississippi,23,702,7447121,22,I read the instructions,6,5,7,5,5,4,6,4,4,4,3,3,5,7,6,1,2,3,2,3,3,3,3,2,3,3,2,2,3,3,3,IDS,3,2,3,3,3,3,3,3,3,2,4,4,2,Senior (fifth-year),1
UniversityOfSouthernMississippi,24,725,7452090,18,I read the instructions,5,5,6,6,5,6,6,6,5,6,7,6,7,8,6,1,2,2,2,2,2,2,3,2,3,3,2,2,3,2,3,Social Work,4,4,2,2,4,2,4,4,2,4,3,3,4,1,3
UniversityOfSouthernMississippi,25,756,7454951,21,I read the instructions,3,6,7,6,6,7,7,1,4,3,5,1,5,3,4,1,3,3,2,4,4,3,2,3,3,4,3,4,2,1,4,Psychology,4,4,3,1,2,2,4,1,4,2,4,3,3,3,3
UniversityOfSouthernMississippi,26,794,7457947,21,NA,7,7,7,2,7,1,5,1,5,1,8,4,8,3,9,1,2,2,2,4,4,3,3,4,4,4,3,4,4,3,4,exercise science,1,1,4,3,4,2,4,4,5,1,5,5,4,4,3
UniversityOfSouthernMississippi,27,832,7460233,20,I read the instructions,7,5,5,4,6,1,7,5,3,3,7,6,7,5,5,2,3,3,2,4,4,2,2,3,3,3,4,3,3,4,4,Nursing,2,3,2,1,1,4,5,3,6,3,3,4,2,3,3
UniversityOfSouthernMississippi,28,867,7462678,20,NA,5,5,6,5,7,5,4,5,3,3,5,4,7,6,7,1,4,4,4,4,4,3,2,3,4,4,4,4,4,2,3,criminal justice,3,3,4,2,2,4,4,3,6,2,5,5,2,1,3
UniversityOfSouthernMississippi,29,944,7472645,21,I read the instructions,4,4,7,4,6,7,6,1,6,4,7,5,5,7,8,1,2,2,1,3,2,2,2,2,3,3,3,2,2,2,4,Early Childhood Education,4,4,4,2,4,4,3,2,6,3,3,3,4,transfer student; 4th year in college,5
UniversityOfSouthernMississippi,3,2731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
UniversityOfSouthernMississippi,30,943,7472643,19,I read the intructions,6,1,6,7,7,3,6,2,3,2,7,4,4,5,3,1,2,3,3,3,3,3,2,2,4,4,4,3,2,1,4,Undecided,1,1,2,2,3,3,2,2,6,4,4,5,1,1,1
UniversityOfSouthernMississippi,32,975,7474853,23,NA,7,7,6,7,5,5,5,3,5,6,6,9,4,4,6,1,4,4,3,3,4,3,2,2,3,4,4,4,4,1,4,psychology,2,2,1,5,3,4,5,5,5,3,3,4,3,4,5
UniversityOfSouthernMississippi,33,976,7474858,23,I read the instructions,3,4,4,5,5,6,5,4,5,4,6,5,4,6,7,1,2,1,1,3,2,2,2,3,2,3,2,2,2,3,2,Psychology,4,4,2,3,4,3,3,3,4,3,3,4,2,4,3
UniversityOfSouthernMississippi,34,1040,7481513,19,I read the instructions,6,2,4,2,7,6,6,2,6,3,8,7,7,9,8,1,2,1,1,4,3,4,2,3,3,4,3,3,4,3,4,Child Development,1,1,3,2,2,3,3,3,5,1,4,4,3,2,1
UniversityOfSouthernMississippi,35,1042,7481621,20,I read the instructions,6,4,6,4,6,5,6,3,4,4,5,4,3,5,4,1,2,2,1,4,3,2,3,3,2,3,4,2,2,3,4,Anthropology,2,2,3,2,4,3,4,4,3,4,3,3,3,3,5
UniversityOfSouthernMississippi,36,1064,7483702,22,I read the instructions,1,1,6,6,6,7,5,4,4,4,8,5,5,5,6,1,2,2,2,4,4,4,3,3,2,2,2,2,3,3,2,Biology,6,6,4,2,3,2,4,2,3,3,3,3,4,4,3
UniversityOfSouthernMississippi,37,1063,7483700,22,I read the instructions,7,7,7,7,7,3,6,5,3,6,4,5,3,2,3,1,2,3,2,3,3,3,2,2,3,4,2,3,4,3,3,Biological Sciences,2,3,4,2,4,3,4,5,2,4,2,2,4,4,1
UniversityOfSouthernMississippi,38,2760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
UniversityOfSouthernMississippi,39,1077,7483940,22,NA,6,2,7,5,6,5,6,1,6,4,5,5,6,3,4,1,4,4,4,4,4,3,2,4,4,4,4,2,4,2,4,Speech Pathology,2,2,3,1,2,2,4,3,6,3,5,3,4,4,3
UniversityOfSouthernMississippi,4,199,7395265,18,I read the instructions,6,4,5,2,6,5,2,5,6,5,4,4,3,4,4,1,1,1,1,1,2,1,4,4,3,2,1,1,1,3,2,Biology,3,3,1,5,4,2,2,4,6,4,4,3,3,1,3
UniversityOfSouthernMississippi,40,1074,7483911,20,I read the instructions,2,5,7,6,2,7,7,1,6,5,7,4,5,6,6,1,2,1,2,4,2,2,3,3,2,4,3,3,4,3,4,Elementary Education,2,2,2,3,2,4,1,4,6,4,3,2,4,3,1
UniversityOfSouthernMississippi,41,1495,7528016,19,I read the instructions,6,5,7,5,6,5,3,6,5,2,6,5,4,5,6,1,2,2,2,4,3,4,2,4,3,4,3,3,4,4,4,Biological Sciences,2,2,3,4,4,5,4,2,3,3,5,4,2,2,3
UniversityOfSouthernMississippi,42,1590,7536397,19,NA,5,3,5,5,5,3,5,3,5,3,4,5,4,4,6,1,2,2,3,3,2,2,2,3,3,3,3,2,3,2,3,Nursing,4,4,3,4,3,3,4,4,NA,NA,NA,3,4,2,1
UniversityOfSouthernMississippi,44,1699,7545083,23,NA,3,3,7,3,6,6,7,1,7,3,7,7,7,7,8,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,psychology,2,2,2,2,4,2,2,4,6,3,3,3,4,4,1
UniversityOfSouthernMississippi,45,1698,7545080,19,I read the instructions,3,2,7,2,6,5,6,2,7,3,7,7,5,6,7,1,2,1,1,2,3,2,3,4,3,4,4,4,4,4,4,Broadcast Journalism,2,2,3,1,2,3,3,5,7,4,4,4,4,2,5
UniversityOfSouthernMississippi,46,1701,7545150,32,NA,7,2,7,1,7,1,7,2,6,2,7,5,6,7,7,1,3,3,2,3,4,4,2,3,4,4,3,4,2,1,4,ids,2,2,2,3,4,4,3,2,1,2,5,4,2,4,3
UniversityOfSouthernMississippi,47,1878,7558593,19,NA,7,5,7,4,6,5,5,1,6,2,7,7,7,8,6,2,4,3,3,4,4,3,3,4,3,4,3,3,3,3,3,Computer Engineering,2,2,1,2,4,4,3,4,7,3,4,4,4,2,1
UniversityOfSouthernMississippi,48,1883,7558666,18,NA,2,2,5,3,4,5,6,2,5,5,7,3,5,5,3,1,2,1,1,2,2,2,3,2,4,3,3,2,3,2,3,biology,4,4,1,3,4,2,3,3,2,2,4,3,2,1,3
UniversityOfSouthernMississippi,49,1884,7558732,20,I read the instructions,5,5,6,6,6,5,6,5,5,4,5,5,5,7,7,1,2,2,1,3,3,2,3,3,2,3,4,2,3,3,3,accounting,4,4,3,2,2,2,2,3,7,1,3,1,3,2,5
UniversityOfSouthernMississippi,5,208,7397408,20,I read the intructions,5,3,5,5,5,2,6,1,5,5,3,2,2,2,4,1,2,2,1,4,2,2,3,4,4,4,2,2,4,2,4,social work,5,5,2,2,4,2,2,2,5,4,5,2,4,3,3
UniversityOfSouthernMississippi,50,1891,7559047,20,I read the instructions,7,7,7,7,4,7,7,1,7,1,4,6,7,7,4,2,4,4,4,4,4,1,1,4,4,4,4,3,4,4,4,Nursing,1,1,1,1,1,5,5,1,1,1,5,4,2,2,3
UniversityOfSouthernMississippi,51,2769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
UniversityOfSouthernMississippi,52,1911,7563613,18,NA,6,2,7,1,7,6,5,1,6,2,8,9,8,9,7,1,2,2,1,4,3,2,2,4,3,4,4,2,4,4,3,psychology,3,2,2,1,5,4,4,3,6,3,4,4,3,1,3
UniversityOfSouthernMississippi,53,1925,7567423,22,NA,7,3,7,3,5,1,7,5,6,2,1,1,5,1,1,2,4,4,4,4,4,2,1,4,4,4,4,4,4,2,4,Psychology,2,2,3,1,5,5,5,1,6,3,5,3,2,4,1
UniversityOfSouthernMississippi,54,1926,7567425,21,NA,7,5,2,7,7,1,5,1,6,5,9,9,9,9,9,3,4,4,4,4,4,4,4,3,3,4,3,4,4,2,4,sports management,4,3,5,5,5,4,5,4,7,1,5,3,2,3,5
UniversityOfSouthernMississippi,55,1930,7567526,22,NA,3,5,6,7,6,6,6,7,3,1,6,2,4,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,Special Education,4,4,2,4,3,4,4,2,5,3,2,3,4,4,1
UniversityOfSouthernMississippi,56,1935,7567638,20,I read the instructions,7,4,5,3,6,5,7,5,5,2,6,6,6,8,6,1,2,2,2,2,3,3,2,3,2,4,4,3,2,3,4,Speech Pathology,5,3,3,2,2,4,4,1,5,3,3,3,4,3,5
UniversityOfSouthernMississippi,57,1944,7567874,21,NA,5,7,7,5,6,2,1,1,5,4,7,9,9,7,6,1,3,4,2,3,4,3,2,3,4,2,4,3,4,4,2,Psychology,3,3,4,2,2,4,4,3,6,2,4,3,5,4,1
UniversityOfSouthernMississippi,58,1983,7571036,18,I read the instructions.,7,6,7,6,7,7,5,1,6,1,9,9,9,9,9,1,3,2,2,4,4,2,2,4,4,4,4,3,4,3,4,Psychology.,2,2,4,1,2,4,4,2,6,2,4,4,1,1,3
UniversityOfSouthernMississippi,59,1985,7571093,41,I,6,2,7,7,6,4,7,1,4,2,9,9,1,1,1,2,4,4,3,3,2,2,3,4,3,4,3,3,3,1,3,Psychology,7,7,1,4,2,3,4,3,7,3,4,4,4,4,1
UniversityOfSouthernMississippi,6,215,7399450,20,NA,6,3,7,3,7,7,7,2,7,2,9,6,5,8,8,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,Education of the Deaf,2,2,4,2,4,2,4,2,6,1,5,4,1,2,3
UniversityOfSouthernMississippi,60,1989,7571172,19,I read the intructions,5,5,6,4,6,5,5,2,5,4,5,4,8,7,6,2,4,3,3,3,3,2,2,4,2,3,2,1,2,1,2,Nursing,2,2,3,2,2,3,4,2,5,1,5,3,2,2,5
UniversityOfSouthernMississippi,61,2035,7574398,22,NA,6,4,7,1,7,7,5,1,7,5,5,4,5,5,7,1,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,social work,1,1,3,3,5,5,5,1,7,3,4,3,5,3,1
UniversityOfSouthernMississippi,62,2039,7574523,19,I read the instruction,6,1,6,6,5,4,6,1,5,1,5,4,3,6,6,1,2,1,2,2,3,2,4,4,3,2,3,3,3,2,3,nursing,2,1,2,4,5,1,1,3,5,2,5,4,3,1,1
UniversityOfSouthernMississippi,63,2045,7574589,19,drawing,6,4,7,4,6,5,6,2,6,1,5,5,6,8,4,1,2,2,3,4,3,1,1,4,3,3,3,4,3,3,3,nursing,2,2,4,1,4,3,3,2,6,1,5,4,3,2,1
UniversityOfSouthernMississippi,64,2044,7574585,20,NA,4,4,4,5,3,3,4,4,4,4,7,6,7,7,8,1,3,3,2,2,3,3,3,4,3,3,3,4,4,4,3,psy,4,3,3,4,4,4,3,3,4,3,3,3,3,3,5
UniversityOfSouthernMississippi,65,2046,7574639,21,NA,7,5,6,5,6,3,6,4,4,2,5,6,6,6,7,1,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,Recording Industry Production,2,2,2,4,3,3,3,3,5,3,4,4,5,4,1
UniversityOfSouthernMississippi,66,2048,7574820,19,Hanging out with friends,7,4,5,5,7,1,7,6,5,4,5,7,5,6,7,1,1,1,1,2,3,2,4,4,1,4,4,4,4,4,4,Speech pathology and audiology,6,5,1,1,5,1,3,3,4,3,3,3,3,2,5
UniversityOfSouthernMississippi,67,2049,7574821,19,I read the instructions,7,5,6,1,7,4,5,1,7,1,7,9,7,5,4,1,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,advertising,1,1,4,1,4,4,4,1,6,3,4,4,1,1,1
UniversityOfSouthernMississippi,68,2050,7574878,20,I read the instructions,5,1,7,2,6,5,7,1,7,2,6,3,7,3,6,2,3,2,1,3,3,2,3,4,4,3,4,4,4,2,3,Broadcast Journalism,2,2,1,2,4,3,2,2,6,3,4,3,3,2,3
UniversityOfSouthernMississippi,69,2141,7597063,21,I read the instructions,5,2,5,7,7,3,7,4,2,3,5,6,6,5,6,1,3,2,3,2,2,3,2,4,3,3,4,1,3,3,3,psychology,2,2,3,2,3,4,2,4,6,2,5,5,5,4,1
UniversityOfSouthernMississippi,7,216,7399538,21,I read the instructions,6,7,7,5,6,6,7,4,7,3,9,9,9,9,9,2,2,3,2,4,3,4,4,3,3,4,4,2,3,4,4,psychology,3,2,2,2,4,3,5,4,2,4,5,3,3,4,1
UniversityOfSouthernMississippi,70,2143,7597202,22,NA,7,4,6,5,7,4,7,2,4,1,9,9,9,9,5,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,psychology,1,1,5,1,1,5,5,3,7,2,5,4,4,4,1
UniversityOfSouthernMississippi,71,2149,7597424,19,I read the instructions,7,5,7,6,7,1,7,5,6,5,9,7,7,8,9,2,2,1,1,4,4,2,4,4,4,3,3,3,4,4,4,Business Administration Management,2,2,4,2,5,2,3,5,7,3,4,4,3,NA,3
UniversityOfSouthernMississippi,72,2158,7597567,25,I read the instructions,4,1,5,2,6,4,6,5,6,3,9,5,7,6,7,1,2,2,2,3,3,2,2,4,3,2,3,3,3,3,3,psychology,4,4,3,1,2,4,4,3,4,2,4,3,2,4,3
UniversityOfSouthernMississippi,73,2163,7597810,19,NA,4,3,5,4,6,2,7,2,6,7,9,9,8,8,8,1,2,3,2,1,2,2,3,2,3,3,3,4,2,4,3,Nursing,3,2,3,2,2,3,4,3,2,3,3,3,4,2,5
UniversityOfSouthernMississippi,74,2164,7597912,20,NA,3,4,5,2,5,1,5,3,5,5,3,2,2,6,3,1,2,3,2,2,2,2,3,3,2,3,3,2,2,2,2,nursing,5,5,2,2,4,2,3,2,5,3,3,2,3,2,1
UniversityOfSouthernMississippi,75,2175,7598931,20,I read the Instructions,4,5,6,5,6,6,3,4,4,2,5,3,4,6,5,1,2,2,1,3,3,3,4,3,2,4,3,3,3,2,4,Pre-Nursing,5,4,3,1,4,4,4,3,6,5,1,1,5,2,3
UniversityOfSouthernMississippi,76,2322,7609168,19,I read the instructions,3,5,6,6,5,4,4,2,2,4,7,7,7,9,6,1,1,1,1,3,3,3,3,3,4,3,3,2,2,2,3,Biology,4,4,2,4,4,2,3,4,3,4,3,4,3,1,1
UniversityOfSouthernMississippi,77,2793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
UniversityOfSouthernMississippi,78,2794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
UniversityOfSouthernMississippi,79,2333,7609392,18,I read the instructions,5,3,5,3,5,5,6,6,6,5,4,5,5,6,5,1,2,2,1,2,2,3,3,3,3,4,4,3,4,3,4,undeclared,2,2,2,4,4,2,4,4,6,3,3,4,3,1,1
UniversityOfSouthernMississippi,8,278,7407806,19,NA,5,6,7,7,3,7,7,2,5,4,6,5,5,7,7,1,2,2,2,2,2,2,2,2,2,3,3,2,3,2,4,Marketing,3,2,3,3,3,3,3,3,5,3,4,4,2,2,3
UniversityOfSouthernMississippi,80,2334,7609415,20,I read the instructions.,7,1,7,7,7,1,7,1,7,1,9,9,9,9,9,1,4,4,4,4,4,1,4,4,4,4,4,2,4,4,4,Psychology,2,2,5,1,5,5,5,1,3,3,4,3,5,3,3
UniversityOfSouthernMississippi,81,2338,7609482,20,NA,5,3,6,2,5,3,4,4,6,4,6,5,7,7,6,2,2,1,1,2,2,2,3,2,2,3,3,3,4,3,4,Marketing,4,4,3,4,4,3,2,3,5,1,5,4,2,2,5
UniversityOfSouthernMississippi,82,2339,7609509,22,I read the instructions,7,4,7,5,6,3,6,6,5,5,9,5,7,8,6,1,2,2,1,2,2,4,4,2,2,4,4,2,4,2,3,speech pathology,4,4,3,3,4,2,3,2,6,2,5,4,2,Seniuor fifth year,3
UniversityOfSouthernMississippi,83,2341,7609574,20,I read the instructions,7,5,6,5,5,2,6,5,5,1,9,1,4,5,5,1,2,2,1,4,1,4,4,4,3,4,4,2,4,2,4,Marine Biology,4,3,1,2,4,2,3,3,6,4,3,3,4,3,3
UniversityOfSouthernMississippi,84,2340,7609571,18,NA,6,3,7,2,7,2,6,1,6,2,5,6,7,7,7,1,3,3,2,3,3,3,2,3,3,4,4,4,4,3,4,Elementary Education,3,3,3,2,4,4,4,2,1,4,5,3,5,1,1
UniversityOfSouthernMississippi,85,2342,7609592,18,I read the instructions,5,7,6,7,5,5,7,5,2,2,5,3,6,6,5,1,2,2,2,3,3,4,2,2,2,3,3,2,3,4,3,Forensic Science,2,2,3,2,5,3,2,3,2,2,3,4,2,1,5
UniversityOfSouthernMississippi,86,2343,7609675,19,I read the instructions,7,3,6,4,5,2,4,5,5,4,6,9,6,6,7,2,2,2,1,3,4,3,2,3,2,3,4,4,3,3,4,Nursing,2,2,3,2,3,2,4,3,6,3,5,4,4,2,1
UniversityOfSouthernMississippi,87,2354,7611771,22,NA,4,2,7,2,7,7,7,5,5,3,4,4,4,5,7,1,4,4,3,4,3,2,3,4,4,4,4,4,4,3,4,psychology,2,2,3,2,3,3,4,3,5,5,3,3,5,2,5
